,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
3847,"frozenset({'loss_of_appetite', 'Tuberculosis'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
3865,"frozenset({'Tuberculosis', 'phlegm'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
3883,"frozenset({'rusty_sputum', 'Tuberculosis'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
3903,"frozenset({'Tuberculosis', 'swollen_lymph_nodes'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
3938,"frozenset({'abdominal_pain', 'Typhoid'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
3960,"frozenset({'chills', 'Typhoid'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
4011,"frozenset({'fatigue', 'Typhoid'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
4020,"frozenset({'fever', 'Typhoid'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
4188,"frozenset({'abdominal_pain', 'chills'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
4211,"frozenset({'abdominal_pain', 'coma'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
4397,"frozenset({'abdominal_pain', 'stomach_bleeding'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
5106,"frozenset({'fatigue', 'back_pain'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
5142,"frozenset({'back_pain', 'headache'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
5167,"frozenset({'loss_of_appetite', 'back_pain'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
5193,"frozenset({'back_pain', 'nausea'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
5202,"frozenset({'back_pain', 'pain_behind_the_eyes'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
5207,"frozenset({'back_pain', 'skin_rash'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
5711,"frozenset({'jaundice', 'chest_pain'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
5727,"frozenset({'loss_of_appetite', 'chest_pain'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
5839,"frozenset({'rusty_sputum', 'chest_pain'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
6434,"frozenset({'coma', 'jaundice'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
6457,"frozenset({'coma', 'loss_of_appetite'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
6467,"frozenset({'coma', 'stomach_bleeding'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
7612,"frozenset({'slurred_speech', 'excessive_hunger'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8117,"frozenset({'fatigue', 'pain_behind_the_eyes'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8178,"frozenset({'fatigue', 'rusty_sputum'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8260,"frozenset({'fever', 'hepatitis A'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8430,"frozenset({'fever', 'rusty_sputum'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8584,"frozenset({'pain_behind_the_eyes', 'headache'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8657,"frozenset({'jaundice', 'hepatitis A'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8684,"frozenset({'muscle_pain', 'hepatitis A'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8813,"frozenset({'slurred_speech', 'irritability'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8892,"frozenset({'muscle_pain', 'jaundice'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8904,"frozenset({'jaundice', 'phlegm'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8921,"frozenset({'rusty_sputum', 'jaundice'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8927,"frozenset({'stomach_bleeding', 'jaundice'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
8934,"frozenset({'jaundice', 'swollen_lymph_nodes'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9011,"frozenset({'loss_of_appetite', 'pain_behind_the_eyes'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9021,"frozenset({'loss_of_appetite', 'phlegm'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9038,"frozenset({'rusty_sputum', 'loss_of_appetite'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9047,"frozenset({'stomach_bleeding', 'loss_of_appetite'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9327,"frozenset({'pain_behind_the_eyes', 'nausea'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9340,"frozenset({'nausea', 'skin_rash'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9382,"frozenset({'pain_behind_the_eyes', 'skin_rash'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9398,"frozenset({'slurred_speech', 'palpitations'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9425,"frozenset({'rusty_sputum', 'phlegm'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
9481,"frozenset({'rusty_sputum', 'swollen_lymph_nodes'})",frozenset({'vomiting'}),0.024390243902439025,0.38902439024390245,0.023170731707317073,0.95,2.4420062695924765,1.0,0.013682331945270671,12.21951219512194,0.6052631578947368,0.059375,0.9181636726546906,0.5047805642633229
4257,"frozenset({'fatigue', 'itching'})",frozenset({'abdominal_pain'}),0.06829268292682927,0.25609756097560976,0.042682926829268296,0.625,2.4404761904761902,1.0,0.025193337299226654,1.983739837398374,0.6335078534031414,0.15151515151515152,0.4959016393442623,0.39583333333333337
8278,"frozenset({'fever', 'jaundice'})",frozenset({'vomiting'}),0.0951219512195122,0.38902439024390245,0.09024390243902439,0.9487179487179487,2.4387107145727835,1.0,0.05323914336704342,11.914024390243894,0.6519632840387557,0.22910216718266252,0.9160653052868621,0.5903464351740213
4284,"frozenset({'abdominal_pain', 'fever'})",frozenset({'vomiting'}),0.09268292682926829,0.38902439024390245,0.08780487804878048,0.9473684210526315,2.435241709288896,1.0,0.05174895895300416,11.608536585365842,0.6495669056152927,0.22291021671826622,0.9138564975312532,0.5865368751031182
8865,"frozenset({'jaundice', 'joint_pain'})",frozenset({'vomiting'}),0.06951219512195123,0.38902439024390245,0.06585365853658537,0.9473684210526315,2.435241709288896,1.0,0.038811719214753126,11.608536585365842,0.6333915829328675,0.16770186335403728,0.9138564975312532,0.5583237089589177
9211,"frozenset({'muscle_pain', 'nausea'})",frozenset({'vomiting'}),0.06951219512195123,0.38902439024390245,0.06585365853658537,0.9473684210526315,2.435241709288896,1.0,0.038811719214753126,11.608536585365842,0.6333915829328675,0.16770186335403728,0.9138564975312532,0.5583237089589177
359,frozenset({'bloating'}),frozenset({'vomiting'}),0.046341463414634146,0.38902439024390245,0.04390243902439024,0.9473684210526315,2.435241709288896,1.0,0.02587447947650208,11.608536585365842,0.6180022733731174,0.11214953271028036,0.9138564975312532,0.530110542814717
6083,"frozenset({'loss_of_appetite', 'chills'})",frozenset({'vomiting'}),0.046341463414634146,0.38902439024390245,0.04390243902439024,0.9473684210526315,2.435241709288896,1.0,0.02587447947650208,11.608536585365842,0.6180022733731174,0.11214953271028036,0.9138564975312532,0.530110542814717
8938,"frozenset({'weight_loss', 'jaundice'})",frozenset({'vomiting'}),0.046341463414634146,0.38902439024390245,0.04390243902439024,0.9473684210526315,2.435241709288896,1.0,0.02587447947650208,11.608536585365842,0.6180022733731174,0.11214953271028036,0.9138564975312532,0.530110542814717
8998,"frozenset({'muscle_pain', 'loss_of_appetite'})",frozenset({'vomiting'}),0.046341463414634146,0.38902439024390245,0.04390243902439024,0.9473684210526315,2.435241709288896,1.0,0.02587447947650208,11.608536585365842,0.6180022733731174,0.11214953271028036,0.9138564975312532,0.530110542814717
315,frozenset({'abdominal_swelling'}),frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
334,frozenset({'acute_liver_failure'}),frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
355,frozenset({'anxiety'}),frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
458,frozenset({'dry_lips'}),frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
545,frozenset({'history_of_alcohol_consumption'}),frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
641,"frozenset({'(vertigo) Paroymsal  Positional Vertigo', 'headache'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
647,"frozenset({'nausea', '(vertigo) Paroymsal  Positional Vertigo'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
713,"frozenset({'abdominal_pain', 'Alcoholic hepatitis'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
737,"frozenset({'Alcoholic hepatitis', 'abdominal_swelling'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
755,"frozenset({'Alcoholic hepatitis', 'bloating'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
767,"frozenset({'Alcoholic hepatitis', 'edema'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
776,"frozenset({'Alcoholic hepatitis', 'history_of_alcohol_consumption'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
781,"frozenset({'Alcoholic hepatitis', 'jaundice'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
982,"frozenset({'abdominal_pain', 'Chronic cholestasis'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
995,"frozenset({'itching', 'Chronic cholestasis'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
1010,"frozenset({'loss_of_appetite', 'Chronic cholestasis'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
1013,"frozenset({'nausea', 'Chronic cholestasis'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
1520,"frozenset({'Dengue', 'chills'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
1575,"frozenset({'fever', 'Dengue'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
1620,"frozenset({'Dengue', 'joint_pain'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
1651,"frozenset({'Dengue', 'muscle_pain'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2102,"frozenset({'abdominal_pain', 'Hepatitis D'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2117,"frozenset({'fatigue', 'Hepatitis D'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2139,"frozenset({'Hepatitis D', 'joint_pain'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2144,"frozenset({'loss_of_appetite', 'Hepatitis D'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2147,"frozenset({'Hepatitis D', 'nausea'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2226,"frozenset({'acute_liver_failure', 'Hepatitis E'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2290,"frozenset({'fatigue', 'Hepatitis E'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2309,"frozenset({'fever', 'Hepatitis E'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2339,"frozenset({'Hepatitis E', 'joint_pain'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2355,"frozenset({'nausea', 'Hepatitis E'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2653,"frozenset({'anxiety', 'Hypoglycemia'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2704,"frozenset({'Hypoglycemia', 'dry_lips'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2762,"frozenset({'fatigue', 'Hypoglycemia'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2786,"frozenset({'Hypoglycemia', 'headache'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2827,"frozenset({'nausea', 'Hypoglycemia'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2865,"frozenset({'sweating', 'Hypoglycemia'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
2869,"frozenset({'visual_disturbances', 'Hypoglycemia'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
3151,"frozenset({'abdominal_pain', 'Jaundice'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
3167,"frozenset({'fatigue', 'Jaundice'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
3179,"frozenset({'fever', 'Jaundice'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
3188,"frozenset({'Jaundice', 'itching'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
3201,"frozenset({'weight_loss', 'Jaundice'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
3222,"frozenset({'Malaria', 'chills'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
3255,"frozenset({'fever', 'Malaria'})",frozenset({'vomiting'}),0.023170731707317073,0.38902439024390245,0.02195121951219512,0.9473684210526315,2.435241709288896,1.0,0.01293723973825104,11.608536585365842,0.6033430434179498,0.056249999999999994,0.9138564975312532,0.5018973766705164
